"group","alleles"
"Mafa-B_070g","B_070_01_01_01,B_070_01_01_02,B_070_01_01_03,B_070_01_01_04,B_070_01_01_05,B_070_01_02,B_070_02_01_01,B_070_02_02,B_070_03,B_070_04_01_01,B_070_04_01_02,B_070_05,B_070_06_01_01,B_070_06_01_02,B_070_07,B_070_08,B_070_10_01_01,B_070_10_01_02,B_070_11_01_01,B_070_12_01_01"
"Mafa-A2_05g7","A2_05_41,A2_05_50_01_01,A2_05_50_01_02,A2_05_75_01_01,A2_05_76_01_01"
"Mafa-A2_05g8","A2_05_42,A2_05_69"
"Mafa-A2_05g9","A2_05_38_01,A2_05_38_02_01"
"Mafa-A3_13g3","A3_13_16,A3_13_33_01_01N,A3_13_34_01_01N,A3_13_34_02_01N,A4_03_02"
"Mafa-A4_14g2","A4_14_03_01_01,A4_14_03_01_02,A4_14_03_01_03,A4_14_03_01_04,A4_14_03_01_05,A4_14_03_01_06,A4_14_03_02_01,A4_14_04_01,A4_14_04_03,A4_14_09,A4_14_13,A4_14_16_01_01,A4_14_17_01_01,A4_14_19_01_01"
"Mafa-B_013g3","B_013_05,B_013_06_01_01"
"Mafa-B_033g2","B_033_03,B_033_04"
"Mafa-A1_098g","A1_098_02,A1_098_03"
"Mafa-B_164g","B_164_01,B_164_02,B_164_02_01_01"
"Mafa-B_051g2","B_051_03_01_01,B_051_28_01_01N"
"Mafa-B_131g1","B_131_02_01_01,B_131_02_01_02,B_131_02_01_03,B_131_02_01_04,B_131_03,B_131_05_01_01"
"Mafa-B_109g1","B_109_02_01_01,B_109_03,B_109_05,B_109_14_01_01,B_109_14_01_02,B_109_15_01_01,B_109_16_01_01,B_109_17_01_01,B_109_18_01_01,B_109_19_01_01,B_109_21_01_01,B_165_01"
"Mafa-B_050g","B_050_01_01,B_050_01_02,B_050_02_01,B_050_02_02,B_050_02_03,B_050_04_01_01,B_050_08,B_050_10_01,B_050_10_02,B_050_11_01_01,B_050_11_01_02,B_050_12_01_01,B_050_13,B_078_04"
"Mafa-A2_05g10","A2_05_51,A2_05_62_01"
"Mafa-A4_14g3","A4_14_06,A4_14_08_02"
"Mafa-B_046g5","B_046_10_02_01,B_046_10_02_02,B_046_16_01,B_046_16_02,B_046_18,B_046_20_01_01"
"Mafa-DQB1_18g3","DQB1_18_12,DQB1_18_13,DQB1_18_27,DQB1_18_32,DQB1_18_33"
"Mafa-DQB1_26g","DQB1_26_02_01,DQB1_26_02_02"
"Mafa-DQB1_27g2","DQB1_27_05,DQB1_27_09"
"Mafa-DQB1_06g8","DQB1_06_17_01,DQB1_06_17_02"
"Mafa-B_039g","B_039_01_01_01,B_039_01_02,B_039_02_01_01,B_039_03"
"Mafa-B_081g","B_081_01_01_01,B_081_02,B_081_03_01_01,B_081_04,B_081_05_01,B_081_05_02_01"
"Mafa-B_038g1","B_038_01_01_01,B_038_01_02_01,B_168_01"
"Mafa-B_082g","B_082_01_01_01,B_082_02,B_082_04,B_082_05,B_082_06,B_082_07,B_082_08_01_01"
"Mafa-DQB1_06g9","DQB1_06_28,DQB1_06_37"
"Mafa-DQB1_06g10","DQB1_06_30,DQB1_06_31"
"Mafa-DPA1_09g","DPA1_09_01_01,DPA1_09_01_02,DPA1_09_02,DPA1_09_03"
"Mafa-DPA1_02g3","DPA1_02_06_01,DPA1_02_06_02,DPA1_02_08_01,DPA1_02_08_02,DPA1_02_08_03,DPA1_02_11,DPA1_02_15_01,DPA1_02_15_02,DPA1_02_19,DPA1_02_22,DPA1_02_32_01,DPA1_02_32_02,DPA1_02_51"
"Mafa-DPA1_06g","DPA1_06_01_01,DPA1_06_01_02,DPA1_06_04,DPA1_06_05"
"Mafa-DPA1_02g4","DPA1_02_09_01,DPA1_02_09_02,DPA1_02_20,DPA1_02_21_01,DPA1_02_21_02,DPA1_02_21_03,DPA1_02_24,DPA1_02_29,DPA1_02_30_01,DPA1_02_30_02,DPA1_02_31,DPA1_02_34,DPA1_02_35,DPA1_02_37,DPA1_02_39,DPA1_02_40,DPA1_02_44,DPA1_02_45,DPA1_02_53,DPA1_02_55"
"Mafa-DPA1_02g5","DPA1_02_10,DPA1_02_14_01,DPA1_02_14_02,DPA1_02_49"
"Mafa-DPA1_08g","DPA1_08_01,DPA1_08_02,DPA1_08_03,DPA1_08_04"
"Mafa-DPA1_02g6","DPA1_02_16,DPA1_02_23,DPA1_02_26,DPA1_02_47"
"Mafa-DPA1_02g7","DPA1_02_17,DPA1_02_50"
"Mafa-A1_023g","A1_023_01,A1_023_02"
"Mafa-B_074g","B_074_02_01_01,B_074_02_02_01,B_074_03,B_074_06_01_01"
"Mafa-B_083g2","B_083_02_01_01,B_083_03"
"Mafa-B21Ps_01g","B21Ps_01_01_01_01,B21Ps_01_01_02_01,B21Ps_01_01_02_02,B21Ps_01_02"
"Mafa-DQA1_05g4","DQA1_05_05_01,DQA1_05_05_02"
"Mafa-DQA1_26g3","DQA1_26_04_01,DQA1_26_04_02,DQA1_26_05,DQA1_26_07,DQA1_26_08,DQA1_26_09,DQA1_26_10"
"Mafa-DQA1_01g6","DQA1_01_10,DQA1_01_22"
"Mafa-B_043g","B_043_01_01_01,B_043_02,B_043_03N,B_043_04_01_01N,B_043_05_01_01N"
"Mafa-B_124g2","B_124_01_02_01,B_124_03_01_01"
"Mafa-B_068g2","B_068_04_01_01,B_068_04_01_02,B_068_05,B_068_08,B_068_10,B_068_12_01_01"
"Mafa-B_032g","B_032_01,B_032_02_01_01,B_032_04"
"Mafa-B_060g2","B_060_05_01_01,B_060_06,B_060_06_01_01,B_060_07,B_060_31_01_01,B_060_37_01_01"
"Mafa-B_051g3","B_051_04_01_01,B_051_04_01_02,B_051_10_01_01,B_051_11,B_051_16,B_051_22_01_01,B_051_29_01_01,B_051_30_01_01,B_051_33_01_01"
"Mafa-B_109g2","B_109_04_01_01,B_109_27_01_01N,B_109_28_01_01"
"Mafa-B_098g3","B_098_05_01_01,B_098_07,B_098_08_01_01,B_098_08_02_01,B_098_08_02_02,B_098_09,B_098_11"
"Mafa-B_045g2","B_045_03_01_01,B_045_03_02_01"
"Mafa-A1_028g","A1_028_01_01_01,A1_028_02,A1_028_06,A1_028_07"
"Mafa-DRB1_04g2","DRB1_04_13_01,DRB1_04_13_02,DRB1_04_16"
"Mafa-B_069g2","B_069_03_01_01,B_069_08,B_069_09"
"Mafa-B_069g3","B_069_04,B_069_06"
"Mafa-B_007g3","B_007_05_01_01,B_007_08_01_01,B_007_10"
"Mafa-DRB_W004g5","DRB_W004_06,DRB_W004_13"
"Mafa-B_115g1","B_115_01,B_115_07_01,B_115_07_02"
"Mafa-B02Ps_01g1","B02Ps_01_02,B02Ps_01_10_01_01,B02Ps_01_11_01_01,B02Ps_01_11_02_01,B02Ps_01_12_01_01"
"Mafa-A6_01g3","A6_01_04_01_01,A6_01_11"
"Mafa-B_051g4","B_051_05_01_01,B_051_06_01,B_051_06_02_01,B_051_06_02_02,B_051_06_02_03,B_051_06_04_01,B_051_08_01_01,B_051_08_01_02,B_051_08_01_03,B_051_25_01_01,B_051_26,B_051_27_01_01"
"Mafa-B_101g2","B_101_02_01_01,B_101_08_01_01"
"Mafa-A2_24g2","A2_24_04,A2_24_06,A2_24_07,A2_24_09"
"Mafa-A1_001g2","A1_001_01_02_01,A1_001_01_03,A1_001_06_01_01"
"Mafa-DPA1_10g","DPA1_10_01,DPA1_10_03_01,DPA1_10_03_02,DPA1_10_05"
"Mafa-DQA1_05g5","DQA1_05_07_01,DQA1_05_07_02,DQA1_05_10,DQA1_05_16"
"Mafa-E_02g2","E_02_03_01,E_02_03_02_01,E_02_04_01_01,E_02_06_01_01"
"Mafa-B_054g2","B_054_02,B_054_03,B_054_06_01_01,B_054_06_02_01,B_054_06_03_01"
"Mafa-B_172g","B_172_01,B_177_01"
"Mafa-B_098g4","B_098_06_01,B_098_06_01_01,B_098_06_02,B_098_10,B_098_14,B_098_18,B_176_01"
"Mafa-B_057g2","B_057_04,B_178_01"
"Mafa-G_02g","G_02_05_01_01,G_02_05_01_02,G_02_08"
"Mafa-A1_008g2","A1_008_04,A1_008_06_01_01"
"Mafa-B_162g2","B_162_02_01,B_162_02_02_01,B_162_03_01_01,B_162_03_01_02,B_162_03_01_03"
"Mafa-B_181g","B_181_01,B_181_02,B_181_03"
"Mafa-B_115g2","B_115_02_01_01,B_115_04_01,B_115_04_02,B_115_04_03,B_115_05_01_01,B_115_05_01_02,B_115_05_02_01,B_115_06_01_01"
"Mafa-B_109g3","B_109_06_01_01,B_109_24_01_01,B_109_24_01_02,B_109_31_01_01"
"Mafa-DQA1_24g3","DQA1_24_06,DQA1_24_13"
"Mafa-B_063g","B_063_01,B_063_02,B_210_01_01_01,B_210_01_03_01,B_210_03_01_01"
"Mafa-A4_14g4","A4_14_11_01_01,A4_14_11_01_02,A4_14_14N"
"Mafa-DRB1_04g3","DRB1_04_15_01,DRB1_04_15_02,DRB1_04_15_03"
"Mafa-DPA1_02g8","DPA1_02_25,DPA1_02_33"
"Mafa-DPA1_07g2","DPA1_07_05,DPA1_07_08"
"Mafa-DPA1_07g3","DPA1_07_11_01,DPA1_07_11_02,DPA1_07_15"
"Mafa-DPA1_07g4","DPA1_07_12,DPA1_07_14"
"Mafa-B_161g1","B_161_04,B_161_05_01_01,B_161_06"
"Mafa-DQA1_01g7","DQA1_01_16_01,DQA1_01_16_02"
"Mafa-DQA1_01g8","DQA1_01_14_02,DQA1_01_14_04,DQA1_01_17"
"Mafa-DQA1_24g4","DQA1_24_08,DQA1_24_12"
"Mafa-F_02g1","F_02_01,F_02_02_03,F_02_02_04,F_02_04_01,F_02_04_02,F_02_05,F_02_06_01,F_02_06_02,F_02_08,F_02_09_03,F_02_11,F_02_14,F_02_16,F_02_17,F_02_18,F_02_20,F_02_23_01_01"
"Mafa-F_02g2","F_02_02_01,F_02_02_02,F_02_02_05,F_02_03_01,F_02_03_02,F_02_03_03,F_02_09_01,F_02_09_02,F_02_09_04,F_02_12,F_02_13,F_02_15,F_02_19"
"Mafa-DQA1_01g9","DQA1_01_01_02,DQA1_01_15_02"
"Mafa-DPA1_07g5","DPA1_07_04_01,DPA1_07_04_02,DPA1_07_13,DPA1_07_16"
"Mafa-A1_018g2","A1_018_05_02,A1_018_07"
"Mafa-B_008g","B_008_02,B_008_04"
"Mafa-B_194g","B_194_01,B_194_02"
"Mafa-B_023g","B_023_01,B_023_03_01_01"
"Mafa-B_195g","B_195_01,B_195_02"
"Mafa-B_045g3","B_045_06,B_045_08,B_045_09,B_045_10"
"Mafa-B_052g","B_052_01,B_052_03"
"Mafa-B_060g3","B_060_10,B_060_30"
"Mafa-B_088g","B_088_03,B_088_06"
"Mafa-B_097g","B_097_01,B_097_03_01_01,B_097_05_01_01"
"Mafa-B_100g","B_100_01_01,B_100_01_02"
"Mafa-B_041g2","B_041_01_01,B_041_01_02,B_041_02_01_01,B_041_02_01_02,B_041_02_01_03"
"Mafa-B_140g","B_140_01_01,B_140_01_02"
"Mafa-B_146g","B_146_01_01,B_146_01_02"
"Mafa-B_001g","B_001_01_01_01,B_001_01_01_02,B_001_01_02"
"Mafa-DQB1_06g11","DQB1_06_24_01,DQB1_06_24_02"
"Mafa-B_110g","B_110_01_01_01,B_110_01_02_01,B_110_02_01_01"
"Mafa-B_091g","B_091_02,B_091_03,B_091_04"
"Mafa-DPB1_17g1","DPB1_17_01_01,DPB1_17_01_02"
"Mafa-DPB1_02g2","DPB1_02_04_01,DPB1_02_04_02,DPB1_02_06"
"Mafa-B_022g","B_022_01_01,B_022_01_02"
"Mafa-B_161g2","B_161_02_01,B_161_02_02_01"
"Mafa-B_184g","B_184_01_01_01,B_184_01_02_01,B_184_02"
"Mafa-DPA1_02g9","DPA1_02_36,DPA1_02_42"
"Mafa-B_060g4","B_060_09_01,B_060_12_01_01"
"Mafa-I_01g4","I_01_26_01,I_01_26_02"
"Mafa-DQA1_05g6","DQA1_05_11,DQA1_05_14"
"Mafa-A1_022g3","A1_022_08,A1_022_09_01_01,A1_022_12"
"Mafa-A1_056g","A1_056_03_01,A1_056_03_02"
"Mafa-B_007g4","B_007_06_01,B_007_06_02"
"Mafa-B_013g4","B_013_12_01_01,B_013_14,B_013_18_01_01,B_013_20"
"Mafa-B_056g2","B_056_04_01_01,B_056_06,B_056_07"
"Mafa-B_061g2","B_061_03_01_01,B_061_03_02,B_061_06_01_01"
"Mafa-B_066g","B_066_01_01_01,B_066_02"
"Mafa-A1_090g2","A1_090_02_02,A1_090_03"
"Mafa-A1_102g","A1_102_03_01_01,A1_102_03_02_01"
"Mafa-B_013g5","B_013_13_01_01,B_013_17,B_013_19"
"Mafa-B_072g2","B_072_04,B_072_05_05,B_072_10_01,B_072_10_02_01,B_072_16"
"Mafa-B_180g1","B_180_01_01_01,B_180_03_01_01,B_180_03_01_02"
"Mafa-B_006g","B_006_01_01_01,B_006_01_02"
"Mafa-A1_091g","A1_091_02,A1_091_03_01_01"
"Mafa-DPA1_04g","DPA1_04_03,DPA1_04_04,DPA1_04_05_01,DPA1_04_05_02"
"Mafa-A1_043g4","A1_043_11,A1_043_14"
"Mafa-B_031g","B_031_03,B_031_04"
"Mafa-B_067g","B_067_01_01_01,B_067_02,B_067_03"
"Mafa-B_072g3","B_072_18,B_088_04_02_01,B_088_04_02_02,B_088_04_03,B_088_05_01_01"
"Mafa-I_01g5","I_01_31_01_01,I_01_33_01_01,I_01_33_01_02,I_01_34_01_01"
"Mafa-B_051g5","B_051_09,B_051_20,B_051_21_01_01"
"Mafa-B_072g4","B_072_05_01_01,B_072_05_02,B_072_05_03_01,B_072_05_04,B_072_05_06,B_072_09_01_01,B_072_19_01_01"
"Mafa-B_131g2","B_131_04,B_134_04_01_01"
"Mafa-E_02g3","E_02_07,E_02_10,E_02_11"
"Mafa-I_01g6","I_01_39,I_01_70"
"Mafa-DRB_W006g2","DRB_W006_12_01,DRB_W006_12_02"
"Mafa-A6_01g4","A6_01_08_01,A6_01_08_02_01"
"Mafa-A1_019g3","A1_019_06,A1_019_07"
"Mafa-B_060g5","B_060_18_01_01,B_060_35_01_01"
"Mafa-B_079g2","B_079_05,B_079_09_01_01,B_079_09_02_01"
"Mafa-B_180g2","B_180_02_01_01,B_180_02_01_02"
"Mafa-B_051g6","B_051_12_01_01,B_051_23"
"Mafa-B_072g5","B_072_07,B_072_08,B_072_15,B_072_20_01_01,B_072_21_01_01"
"Mafa-B_134g2","B_134_05_01_01,B_134_05_02_01"
"Mafa-B_035g","B_035_01_01_01,B_035_02,B_035_04"
"Mafa-B_038g2","B_038_02,B_038_03"
"Mafa-DPB1_17g2","DPB1_17_03_01,DPB1_17_03_02"
"Mafa-A1_063g2","A1_063_04_01,A1_063_04_02,A1_063_05"
"Mafa-A1_025g","A1_025_01,A1_025_02"
"Mafa-B_109g4","B_109_10_01_01,B_109_22_01_01"
"Mafa-I_01g7","I_01_61,I_01_79_01_01"
"Mafa-AG2_01g1","AG2_01_01,AG2_01_03_01_01,AG2_01_03_01_02,AG2_01_03_02_01,AG2_01_03_03_01,AG2_01_05_01_01,AG2_01_06_01_01,AG2_01_06_02_01,AG2_01_07_01_01,AG2_01_07_02_01,AG2_01_14_01_01"
"Mafa-AG2_01g2","AG2_01_02,AG2_01_11_01_01,AG2_01_13_01_01N"
"Mafa-AG3_02g1","AG3_02_01_01_01,AG3_02_01_02_01,AG3_02_04_01_01,AG3_02_05_01_01,AG3_02_07_01_01,AG3_02_08_02_01,AG3_02_08_03_01,AG3_02_08_04_01,AG3_02_08_06_01,AG3_02_08_09_01,AG3_02_09_01_01,AG3_02_10_03_01,AG3_02_14_01_01,AG3_02_15_01_01"
"Mafa-AG3_03g","AG3_03_01_01,AG3_03_01_03,AG3_03_01_04_01,AG3_03_02,AG3_03_03_01_01,AG3_03_03_01_02,AG3_03_03_01_03,AG3_03_03_02_01,AG3_03_04_01_01,AG3_03_05_01_01,AG3_03_05_01_02,AG3_03_06_01_01"
"Mafa-AG6_04g1","AG6_04_01_01_01,AG6_04_02_01_01,AG6_04_02_03_01,AG6_04_02_03_02,AG6_04_02_03_03,AG6_04_02_03_04,AG6_04_02_04_01,AG6_04_05_01,AG6_04_05_02_01,AG6_04_05_03_01,AG6_04_05_03_02,AG6_04_09_01_01,AG6_04_15_01_01,AG6_04_15_01_02,AG6_04_15_01_03,AG6_04_19_01_01,AG6_04_20_01_01"
"Mafa-AG6_04g2","AG6_04_03,AG6_04_22_01_01,AG6_04_24_01_01"
"Mafa-AG6_04g3","AG6_04_04_01,AG6_04_04_02,AG6_04_26_01_01,AG6_04_27_01_01N"
"Mafa-AG1_05g1","AG1_05_04,AG6_04_07"
"Mafa-AG1_05g2","AG1_05_01_01,AG1_05_01_02,AG1_05_10_01_01,AG1_05_10_02_01,AG1_05_10_02_02,AG1_05_13_01_01,AG1_05_15_01_01,AG1_05_23_01_01,AG1_05_23_02_01,AG1_05_27_01_01,AG1_05_27_01_02,AG1_05_30_01_01,AG1_05_30_02_01"
"Mafa-AG1_05g3","AG1_05_02_01,AG1_05_02_02,AG1_05_02_03,AG1_05_02_03_01,AG1_05_03,AG1_05_20_01_01,AG1_05_20_02_01,AG1_05_20_03_01,AG1_05_28_01_01,AG5_06_04_01_01"
"Mafa-AG5_06g1","AG5_06_01,AG5_06_08_02_01"
"Mafa-AG5_06g2","AG5_06_02_01_01,AG5_06_02_02_01,AG5_06_02_02_02,AG5_06_02_02_03,AG5_06_02_02_04,AG5_06_05,AG5_06_05_01_01,AG5_06_06_01_01,AG5_06_06_01_02,AG5_06_06_02_01,AG5_06_07_01_01,AG5_06_07_01_02,AG5_06_07_01_03,AG5_06_09_01_01,AG5_07_03_01_01,AG5_07_03_02_01,AG5_07_04_01_01,AG5_07_04_01_02,AG5_07_04_01_03,AG5_07_04_02_01,AG5_07_05_01_01,AG5_07_05_02_01,AG5_07_05_03_01,AG5_07_07_01_01,AG5_07_11_01_01,AG5_07_12_01_01,AG5_07_13_01_01,AG5_07_16_01_01,AG5_07_17_01_01,AG5_07_18_01_01"
"Mafa-AG1_05g4","AG1_05_31_01_01,AG2_01_15_01_01N,AG5_06_02_03_01,AG5_06_02_03_02,AG5_06_02_03_03,AG5_06_02_04_01,AG5_06_02_04_02,AG5_06_02_05_01,AG5_06_03,AG5_06_08_01_01,AG5_06_10_01_01,AG5_07_01_02,AG5_07_02_01_01,AG5_07_02_02_01,AG5_07_02_02_02,AG5_07_02_02_03,AG5_07_02_03_01,AG5_07_09_01_01"
"Mafa-J_02g1","J_02_01_01_01,J_02_01_01_02,J_02_01_01_03,J_02_01_01_04,J_02_01_01_05,J_02_01_01_06,J_02_01_01_07,J_02_01_01_08,J_02_01_01_09,J_02_01_03_01,J_02_01_05_01,J_02_02_02_01,J_02_02_03_01,J_02_04_01_01"
"Mafa-AG6_04g4","AG6_04_02_02_01,AG6_04_13_01_01,AG6_04_17_01_01,AG6_04_21_01_01,AG6_04_23_01_01"
"Mafa-AG6_04g5","AG6_04_11_01_01,AG6_04_11_01_02,AG6_04_12_01_01"
"Mafa-AG6_04g6","AG6_04_14_01_01,AG6_04_16_01_01,AG6_04_16_01_02"
"Mafa-AG1_05g5","AG1_05_07_01_01,AG1_05_11_01_01,AG1_05_11_01_02,AG1_05_16_01_01,AG1_05_16_02_01,AG1_05_18_01_01,AG1_05_29_01_01,AG1_05_33_01_01,AG1_05_35_01_01,AG3_02_12_01_01"
"Mafa-AG1_05g6","AG1_05_08_01_01,AG1_05_09_01_01,AG1_05_17_01_01,AG1_05_17_02_01,AG1_05_17_03_01"
"Mafa-AG1_05g7","AG1_05_08_03_01,AG1_05_12_01_01,AG1_05_25_01_01"
"Mafa-AG1_05g8","AG1_05_19_01_01,AG1_05_19_01_02"
"Mafa-AG1_05g9","AG1_05_21_01_01,AG1_05_22_01_01,AG1_05_24_01_01"
"Mafa-AG1_05g10","AG1_05_26_01_01,AG1_05_26_02_01,AG1_05_26_02_02"
"Mafa-AG5_07g","AG5_07_06_01_01,AG5_07_08_01_01,AG5_07_10_01_01,AG5_07_10_01_02,AG5_07_14_01_01"
"Mafa-AG3_02g2","AG3_02_03_01_01,AG3_02_03_02_01,AG3_02_03_02_02,AG3_02_03_03_01,AG3_02_03_04_01,AG3_02_03_05_01,AG3_02_11_01_01,AG3_02_16_01_01,AG5_07_15_01_01"
"Mafa-AG3_02g3","AG3_02_06_01_01,AG3_02_06_01_02,AG3_02_06_01_03,AG3_02_06_01_04"
"Mafa-AG3_02g4","AG3_02_08_01_01,AG3_02_08_07_01,AG3_02_08_08_01,AG3_02_10_01_01,AG3_02_10_02_01,AG3_02_18_01_01"
"Mafa-AG4_08g","AG4_08_02_01_01,AG4_08_02_02_01,AG4_08_02_03_01,AG4_08_02_04_01,AG4_08_02_04_02,AG4_08_02_04_03,AG4_08_03_01_01,AG4_08_04_01_01,AG4_08_04_02_01,AG4_08_05_01_01"
"Mafa-AG4_09g","AG4_09_01_01_01,AG4_09_02_01_01"
"Mafa-J_01g","J_01_01_01_01,J_01_01_01_02,J_01_01_01_03,J_01_01_01_04,J_01_01_01_05,J_01_04_01_01,J_01_05_01_01"
"Mafa-J_02g2","J_02_02_01_01,J_02_02_01_02,J_02_02_01_03"
"Mafa-J_02g3","J_02_03_01_01,J_02_03_01_02"
"Mafa-AG2_01g3","AG2_01_08_01_01,AG2_01_08_01_02"
"Mafa-AG2_01g4","AG2_01_06_03_01,AG2_01_06_03_02,AG2_01_12_01_01"
"Mafa-B_193g","B_193_01_01_01N,B_193_01_01_02N"
"Mafa-B_054g3","B_054_04_01_01,B_054_05_01_01"
"Mafa-B_046g6","B_046_22_01_01N,B_046_23_01_01"
"Mafa-I_05g","I_05_01_01_01,I_05_01_01_02"
"Mafa-B_210g","B_210_01_02_01,B_210_02_01_01"
"Mafa-B_188g","B_188_01_01_01N,B_188_01_02_01N,B_188_02N,B_188_03_01_01N,B_188_03_01_02N,B_188_05_01_01N"
"Mafa-B10Ps_01g1","B10Ps_01_03_01_01,B10Ps_01_04_01_01,B10Ps_01_05_01_01"
"Mafa-B10Ps_01g2","B10Ps_01_09_01_01,B10Ps_01_09_01_02"
"Mafa-B14Ps_175g1","B14Ps_175_01_01_01,B14Ps_175_01_01_02,B14Ps_175_01_01_03,B14Ps_175_01_02_01,B14Ps_175_02"
"Mafa-B14Ps_175g2","B14Ps_175_05_01_01,B14Ps_175_05_02_01"
"Mafa-B_109g5","B_109_12,B_109_29_01_01"
"Mafa-B_109g6","B_109_13_01_01N,B_109_13_02_01N"
"Mafa-B_109g7","B_109_25_01_01,B_109_25_01_02,B_109_25_02_01,B_109_26_01_01"
"Mafa-B02Ps_01g2","B02Ps_01_06_01_01,B02Ps_01_07_01_01"
"Mafa-B02Ps_01g3","B02Ps_01_13_01_01,B02Ps_01_14_01_01,B02Ps_01_14_01_02,B02Ps_01_14_02_01,B02Ps_01_14_03_01"
